💰打赏作者,#genre#
安妮朵拉-鱼说,http://em.21dtv.com/songs/60143336.mkv
安妮朵拉-是有多寂寞,http://em.21dtv.com/songs/60143335.mkv
安妮朵拉-昨天,http://em.21dtv.com/songs/60143334.mkv
宁可-林之花语,http://em.21dtv.com/songs/60143333.mkv
孟静-一搭搭里(MTV),http://em.21dtv.com/songs/60143332.mkv
孟杨+许家豪-千年修行千年伤,http://em.21dtv.com/songs/60143331.mkv
孟庭苇-风中有朵雨做的云,http://em.21dtv.com/songs/60143330.mkv
孟庭苇-野百合也有春天,http://em.21dtv.com/songs/60143329.mkv
孟庭苇-谁的眼泪在飞,http://em.21dtv.com/songs/60143328.mkv
孟庭苇-羞答答的玫瑰静悄悄的开,http://em.21dtv.com/songs/60143327.mkv
孟庭苇-我只在乎你,http://em.21dtv.com/songs/60143326.mkv
孟庭苇-往事,http://em.21dtv.com/songs/60143325.mkv
孟小宝-一个转身天涯路太远,http://em.21dtv.com/songs/60143324.mkv
孟子坤-流着泪说分手,http://em.21dtv.com/songs/60143323.mkv
孟子坤-泡沫(现场版),http://em.21dtv.com/songs/60143322.mkv
孟子坤-再也没有(现场版),http://em.21dtv.com/songs/60143321.mkv
孟子坤-你还要我怎样(现场版),http://em.21dtv.com/songs/60143320.mkv
孙露-美人脸,http://em.21dtv.com/songs/60143319.mkv
孙露-爱你真的好难,http://em.21dtv.com/songs/60143318.mkv
孙露-烟雨年代,http://em.21dtv.com/songs/60143317.mkv
孙爱群-美江南,http://em.21dtv.com/songs/60143316.mkv
孙晓磊-爸爸多想唱一首歌给您,http://em.21dtv.com/songs/60143315.mkv
孙晓磊-晓磊经典串烧(演唱会),http://em.21dtv.com/songs/60143314.mkv
孙宇豪-多想唱一首歌给你,http://em.21dtv.com/songs/60143313.mkv
孙嘉梵-花开,http://em.21dtv.com/songs/60143312.mkv
孙八一-阿里巴巴,http://em.21dtv.com/songs/60143311.mkv
孙伯纶-一生一程,http://em.21dtv.com/songs/60143310.mkv
子阳-遥相忆,http://em.21dtv.com/songs/60143309.mkv
娅琳-天边诺言,http://em.21dtv.com/songs/60143308.mkv
娅琳-圣山雪莲,http://em.21dtv.com/songs/60143307.mkv
娅琳-冰雪梅花,http://em.21dtv.com/songs/60143306.mkv
娃娃-时间都去哪了(现场版),http://em.21dtv.com/songs/60143305.mkv
威仔+阿夏-这个夏天我们离别,http://em.21dtv.com/songs/60143304.mkv
姜玉阳-给自己的拥抱,http://em.21dtv.com/songs/60143303.mkv
姜晓东-最美集安,http://em.21dtv.com/songs/60143302.mkv
姚曦-Bang Bang,http://em.21dtv.com/songs/60143301.mkv
妞妞-放肆的爱,http://em.21dtv.com/songs/60143300.mkv
奥云格日乐+高保利-牧歌,http://em.21dtv.com/songs/60143299.mkv
奥云格日乐+吴·乌日根-梦中的额吉,http://em.21dtv.com/songs/60143298.mkv
奥云格日乐-这就是草原,http://em.21dtv.com/songs/60143297.mkv
奥云格日乐-草原绿色的歌谣,http://em.21dtv.com/songs/60143296.mkv
奥云格日乐-草原之夜,http://em.21dtv.com/songs/60143295.mkv
奥云格日乐-接风洗尘歌,http://em.21dtv.com/songs/60143294.mkv
奥云格日乐-天边的阿妈,http://em.21dtv.com/songs/60143293.mkv
奥云格日乐-喀什葛尔女郎,http://em.21dtv.com/songs/60143292.mkv
奔月-月圆时候,http://em.21dtv.com/songs/60143291.mkv
奔月-中国道路,http://em.21dtv.com/songs/60143290.mkv
天赐-我是偶像,http://em.21dtv.com/songs/60143289.mkv
天籁天+王勇-倾世之恋,http://em.21dtv.com/songs/60143288.mkv
天籁天-爱的困惑,http://em.21dtv.com/songs/60143287.mkv
天籁天-你留在海边的画,http://em.21dtv.com/songs/60143286.mkv
大鱼+艾福杰尼-Fat Boy Flow,http://em.21dtv.com/songs/60143285.mkv
大海-如果当时能够勇敢(故事情节),http://em.21dtv.com/songs/60143284.mkv
大海-如果当时能够勇敢(DJ),http://em.21dtv.com/songs/60143283.mkv
大山-我不寂寞我很好,http://em.21dtv.com/songs/60143282.mkv
大喇叭组合-百家姓,http://em.21dtv.com/songs/60143281.mkv
大哲-最远的你是我最近的爱,http://em.21dtv.com/songs/60143280.mkv
大哲-不再爱了,http://em.21dtv.com/songs/60143279.mkv
大勇-让视界充满爱,http://em.21dtv.com/songs/60143278.mkv
大勇-我们的信仰,http://em.21dtv.com/songs/60143277.mkv
大勇-兄弟的事,http://em.21dtv.com/songs/60143276.mkv
夏韶声-Chaos,http://em.21dtv.com/songs/60143275.mkv
夏婉安-带我回家,http://em.21dtv.com/songs/60143274.mkv
夏墨彦-亲爱的妈妈,http://em.21dtv.com/songs/60143273.mkv
夏启明-全世界谁倾听你(现场版),http://em.21dtv.com/songs/60143272.mkv
夏启明-Only You(现场版),http://em.21dtv.com/songs/60143271.mkv
壮声人声乐团-花,http://em.21dtv.com/songs/60143270.mkv
墨妍-I Think I,http://em.21dtv.com/songs/60143269.mkv
国辉+李敏-幸福的苗寨幸福的爱,http://em.21dtv.com/songs/60143268.mkv
喻嘉+王馨-别做世上负心人,http://em.21dtv.com/songs/60143267.mkv
喜鹊-喜鹊报喜,http://em.21dtv.com/songs/60143266.mkv
唯莎-爱上未来的他,http://em.21dtv.com/songs/60143265.mkv
唐钰儿-轻信爱情犯了错,http://em.21dtv.com/songs/60143264.mkv
唐钰儿-花花心肠,http://em.21dtv.com/songs/60143263.mkv
唐钰儿-美丽的瓮安,http://em.21dtv.com/songs/60143262.mkv
唐钰儿-相约来生,http://em.21dtv.com/songs/60143261.mkv
唐钰儿-爱了才说放手,http://em.21dtv.com/songs/60143260.mkv
唐钰儿-没有谁离不开谁,http://em.21dtv.com/songs/60143259.mkv
唐钰儿-最怕你离开,http://em.21dtv.com/songs/60143258.mkv
唐钰儿-我要疯狂,http://em.21dtv.com/songs/60143257.mkv
唐美华-飞渡,http://em.21dtv.com/songs/60143256.mkv
唐美华-放手,http://em.21dtv.com/songs/60143255.mkv
唐唐-十字路口,http://em.21dtv.com/songs/60143254.mkv
唐古+章古-你对我很重要,http://em.21dtv.com/songs/60143253.mkv
唐代卫-窗外斜阳,http://em.21dtv.com/songs/60143252.mkv
咿一-梦一场,http://em.21dtv.com/songs/60143251.mkv
周震南-整整两年了(现场版),http://em.21dtv.com/songs/60143250.mkv
周震南-Say Something,http://em.21dtv.com/songs/60143249.mkv
周震南-On The Top(现场版),http://em.21dtv.com/songs/60143248.mkv
周震南-Do What I Want(现场版),http://em.21dtv.com/songs/60143247.mkv
周雅霏-外太空里飞,http://em.21dtv.com/songs/60143246.mkv
周裔平-不想别离,http://em.21dtv.com/songs/60143245.mkv
周炜-扬我雄风,http://em.21dtv.com/songs/60143244.mkv
周炜-我武维扬,http://em.21dtv.com/songs/60143243.mkv
周深-小小,http://em.21dtv.com/songs/60143242.mkv
周晏伊-佛韵莲香,http://em.21dtv.com/songs/60143241.mkv
周恬熙-爱随风飞,http://em.21dtv.com/songs/60143240.mkv
周占超-我在梨乡等你,http://em.21dtv.com/songs/60143239.mkv
周关干-想喊声妈妈,http://em.21dtv.com/songs/60143238.mkv
吴非华-Never Say Never,http://em.21dtv.com/songs/60143237.mkv
吴樾-月亮代表我的心,http://em.21dtv.com/songs/60143236.mkv
吴易航-放声高歌,http://em.21dtv.com/songs/60143235.mkv
吴亦帆-他给的伤,http://em.21dtv.com/songs/60143234.mkv
吴亦凡战队-How Do(现场版),http://em.21dtv.com/songs/60143233.mkv
吴亦凡-6(中国有嘻哈),http://em.21dtv.com/songs/60143232.mkv
吴亦凡-6(MTV),http://em.21dtv.com/songs/60143231.mkv
吴丹妮-最美的夏天,http://em.21dtv.com/songs/60143230.mkv
吕泽洲-齐天大圣,http://em.21dtv.com/songs/60143229.mkv
吕泽洲-野子(现场版),http://em.21dtv.com/songs/60143228.mkv
吕泽洲-悟空,http://em.21dtv.com/songs/60143227.mkv
吉雅-草原情缘,http://em.21dtv.com/songs/60143226.mkv
吉克隽逸-空空山海,http://em.21dtv.com/songs/60143225.mkv
司徒嘉伟-小烦孤单,http://em.21dtv.com/songs/60143224.mkv
司徒兰芳-错过了缘分错过你,http://em.21dtv.com/songs/60143223.mkv
司徒兰芳-别把爱你的人弄丢了,http://em.21dtv.com/songs/60143222.mkv
叶香成-Y.X.C,http://em.21dtv.com/songs/60143221.mkv
叶贺芝-缘,http://em.21dtv.com/songs/60143220.mkv
叶贺芝-终于,http://em.21dtv.com/songs/60143219.mkv
叶贺芝-痕迹,http://em.21dtv.com/songs/60143218.mkv
叶贺芝-爱情专卖,http://em.21dtv.com/songs/60143217.mkv
叶贺芝-点头娃娃,http://em.21dtv.com/songs/60143216.mkv
叶贺芝-没关系,http://em.21dtv.com/songs/60143215.mkv
叶贺芝-我要爱情告诉他,http://em.21dtv.com/songs/60143214.mkv
叶贺芝-同学会,http://em.21dtv.com/songs/60143213.mkv
叶贺芝-只爱你,http://em.21dtv.com/songs/60143212.mkv
叶贺芝-I'll Always Be There For You,http://em.21dtv.com/songs/60143211.mkv
叶蓓+许巍-流浪途中爱上你,http://em.21dtv.com/songs/60143210.mkv
叶胜钦+秀兰玛雅-幸福的代志,http://em.21dtv.com/songs/60143209.mkv
叶胜钦-宠你飞上天,http://em.21dtv.com/songs/60143208.mkv
叶巧琳-能见度,http://em.21dtv.com/songs/60143207.mkv
叶子淇-猜猜我是谁,http://em.21dtv.com/songs/60143206.mkv
叶子淇-你可以爱我吗,http://em.21dtv.com/songs/60143205.mkv
古洁萦-Bang Bang(现场版),http://em.21dtv.com/songs/60143204.mkv
古洁莹-Oh Boy(现场版),http://em.21dtv.com/songs/60143203.mkv
古天乐+吴樾-月亮代表我的心,http://em.21dtv.com/songs/60143202.mkv
原子霏-驼铃,http://em.21dtv.com/songs/60143201.mkv
原子霏-爱的代价,http://em.21dtv.com/songs/60143200.mkv
原子邦妮-现在你好吗,http://em.21dtv.com/songs/60143199.mkv
印玉莲-心愿,http://em.21dtv.com/songs/60143198.mkv
印子月-跷跷板,http://em.21dtv.com/songs/60143197.mkv
卫兰-差半步,http://em.21dtv.com/songs/60143196.mkv
I Don't Care,http://em.21dtv.com/songs/60143195.mkv
卢宜均-蜡烛光与青地砖,http://em.21dtv.com/songs/60143194.mkv
卢宜均-浪人,http://em.21dtv.com/songs/60143193.mkv
南风-希望你,http://em.21dtv.com/songs/60143192.mkv
南征北战-迈克尔杰克逊,http://em.21dtv.com/songs/60143191.mkv
南征北战-独一无二,http://em.21dtv.com/songs/60143190.mkv
南征北战-冠军,http://em.21dtv.com/songs/60143189.mkv
南宫嘉骏-回忆总想哭,http://em.21dtv.com/songs/60143188.mkv
卓猷燕-不能说的秘密(现场版),http://em.21dtv.com/songs/60143187.mkv
华语群星-认真的雪,http://em.21dtv.com/songs/60143186.mkv
华语群星-明日之子,http://em.21dtv.com/songs/60143185.mkv
华语群星-我管你,http://em.21dtv.com/songs/60143184.mkv
十三狼-撸起袖子加油干,http://em.21dtv.com/songs/60143183.mkv
包胡尔查-月夜,http://em.21dtv.com/songs/60143182.mkv
包小龙-锡林郭勒酒,http://em.21dtv.com/songs/60143181.mkv
刺客团-舌尖美味,http://em.21dtv.com/songs/60143180.mkv
刘锦明-妈妈的爱暖心头,http://em.21dtv.com/songs/60143179.mkv
刘珂矣-弄戏,http://em.21dtv.com/songs/60143178.mkv
刘牧-窗台上的猫(MTV),http://em.21dtv.com/songs/60143177.mkv
刘浩航+荣叔岩-最后的勇气,http://em.21dtv.com/songs/60143176.mkv
刘梦-完美邂逅,http://em.21dtv.com/songs/60143175.mkv
刘惜君-醉里红尘,http://em.21dtv.com/songs/60143174.mkv
刘志刚-相守,http://em.21dtv.com/songs/60143173.mkv
刘心+石俊贵-森迷,http://em.21dtv.com/songs/60143172.mkv
刘小强-相约深澳,http://em.21dtv.com/songs/60143171.mkv
刘小强-咱家乡,http://em.21dtv.com/songs/60143170.mkv
刘宜-亲爱的你怎么还不懂,http://em.21dtv.com/songs/60143169.mkv
刘威煌-灰狗,http://em.21dtv.com/songs/60143168.mkv
刘奕彤-纷扰,http://em.21dtv.com/songs/60143167.mkv
刘奕彤-为爱迷路,http://em.21dtv.com/songs/60143166.mkv
刘天-爱情到底是哪路神,http://em.21dtv.com/songs/60143165.mkv
刘大卫-匆匆忙忙,http://em.21dtv.com/songs/60143164.mkv
刘增瞳+束禾-Everything Goes Well,http://em.21dtv.com/songs/60143163.mkv
刘增瞳-熄灭的昨天,http://em.21dtv.com/songs/60143162.mkv
刘增瞳-新夏旧梦,http://em.21dtv.com/songs/60143161.mkv
刘增瞳-心痛的标签,http://em.21dtv.com/songs/60143160.mkv
刘增瞳-你走我当你没来过,http://em.21dtv.com/songs/60143159.mkv
刘增瞳-也许有一天,http://em.21dtv.com/songs/60143158.mkv
刘国庆-今夜没喝醉,http://em.21dtv.com/songs/60143157.mkv
刘嘉亮-老歌,http://em.21dtv.com/songs/60143156.mkv
刘凯-天黑(现场版),http://em.21dtv.com/songs/60143155.mkv
刘党庆-老同学好久不见,http://em.21dtv.com/songs/60143154.mkv
刘云龙-咖喱咖喱,http://em.21dtv.com/songs/60143153.mkv
凤凰传奇-远方的远方还是远方,http://em.21dtv.com/songs/60143152.mkv
凡间精灵-你的脚步,http://em.21dtv.com/songs/60143151.mkv
冷漠+一飞-一辈子兄弟,http://em.21dtv.com/songs/60143150.mkv
冰城爱歌-笑姻缘,http://em.21dtv.com/songs/60143149.mkv
冯颖琪+汤凯婷-水晶灵魂,http://em.21dtv.com/songs/60143148.mkv
冯晓荣-小灰人,http://em.21dtv.com/songs/60143147.mkv
冯允谦-Thank you,http://em.21dtv.com/songs/60143146.mkv
冈林-雪莲,http://em.21dtv.com/songs/60143145.mkv
冀行-极乐世界(现场版),http://em.21dtv.com/songs/60143144.mkv
关庆小海-有些爱注定错就对了,http://em.21dtv.com/songs/60143143.mkv
六哲+章古-爱情狙击手,http://em.21dtv.com/songs/60143142.mkv
儋州群星-男人歌,http://em.21dtv.com/songs/60143141.mkv
儋州群星-男人歌,http://em.21dtv.com/songs/60143140.mkv
保峰-我的家乡在广西,http://em.21dtv.com/songs/60143139.mkv
侯刚-光芒,http://em.21dtv.com/songs/60143138.mkv
侯丽娟-毛主席的话儿记心上,http://em.21dtv.com/songs/60143137.mkv
余林翰+吴柏正-牵连,http://em.21dtv.com/songs/60143136.mkv
何雨谦-亲爱滴,http://em.21dtv.com/songs/60143135.mkv
何洁-好想你,http://em.21dtv.com/songs/60143134.mkv
何杰玲-第二人格,http://em.21dtv.com/songs/60143133.mkv
何建清-一生最爱的是你,http://em.21dtv.com/songs/60143132.mkv
伊晗+苏琛-不想和你做朋友,http://em.21dtv.com/songs/60143131.mkv
伊晗+刘增瞳-我们回不去了,http://em.21dtv.com/songs/60143130.mkv
伊丽媛-香岛花语,http://em.21dtv.com/songs/60143129.mkv
伊丽媛-乌兰巴托之夜,http://em.21dtv.com/songs/60143128.mkv
任宇翔-一人我饮酒醉,http://em.21dtv.com/songs/60143127.mkv
任妙音-雨中相逢,http://em.21dtv.com/songs/60143126.mkv
任妙音-玫瑰恋情,http://em.21dtv.com/songs/60143125.mkv
任妙音-无怨无悔陪你一起老,http://em.21dtv.com/songs/60143124.mkv
任妙音-忘不了,http://em.21dtv.com/songs/60143123.mkv
任妙音-如意花,http://em.21dtv.com/songs/60143122.mkv
任妙音-天在下雨我在想你(演唱会),http://em.21dtv.com/songs/60143121.mkv
代乐乐-岁月静好(MTV),http://em.21dtv.com/songs/60143120.mkv
MTV点歌2,#genre#
仁钦卓玛-花开舟曲,http://em.21dtv.com/songs/60143119.mkv
亮剑合唱团-中国航母,http://em.21dtv.com/songs/60143118.mkv
五月天-少年他的奇幻漂流,http://em.21dtv.com/songs/60143117.mkv
云珂-迷失,http://em.21dtv.com/songs/60143116.mkv
云乐团-爱河,http://em.21dtv.com/songs/60143115.mkv
云丹久美+花儿梦组合-甘谷信合是我家,http://em.21dtv.com/songs/60143114.mkv
云丹久美-等着我来爱(MTV),http://em.21dtv.com/songs/60143113.mkv
于清龙-兄弟的歌,http://em.21dtv.com/songs/60143112.mkv
于洋-桃花美人,http://em.21dtv.com/songs/60143111.mkv
于子将-片刻,http://em.21dtv.com/songs/60143110.mkv
二毛+Bridge-掐死大象的蚂蚁,http://em.21dtv.com/songs/60143109.mkv
乔玲儿-爱囚,http://em.21dtv.com/songs/60143108.mkv
丹尼 翁-小眼睛的男人（故事情节）,http://em.21dtv.com/songs/60143107.mkv
丹尼 翁-小眼睛的男人(DJ),http://em.21dtv.com/songs/60143106.mkv
丛伟-紫荆花开,http://em.21dtv.com/songs/60143105.mkv
万博-噢同学,http://em.21dtv.com/songs/60143104.mkv
丁毅+耿婕妤-紫藤花,http://em.21dtv.com/songs/60143103.mkv
丁楚翰-日光之城拉萨,http://em.21dtv.com/songs/60143102.mkv
丁思忖-猫和你,http://em.21dtv.com/songs/60143101.mkv
丁于-欠你的歌,http://em.21dtv.com/songs/60143100.mkv
ZERO G男团-勇敢的小蘑菇,http://em.21dtv.com/songs/60143099.mkv
YHBOYS-魔Fun乐园,http://em.21dtv.com/songs/60143098.mkv
Yan Ting-小姐你好(MTV),http://em.21dtv.com/songs/60143097.mkv
Ty-书没读好,http://em.21dtv.com/songs/60143096.mkv
ToNick-圣诞歌 Last Christmas,http://em.21dtv.com/songs/60143095.mkv
Tizzy T+MC Jin-无束缚,http://em.21dtv.com/songs/60143094.mkv
Tizzy T-市中心,http://em.21dtv.com/songs/60143093.mkv
TFBOYS-同一秒快乐,http://em.21dtv.com/songs/60143092.mkv
Supper Moment-灵感床,http://em.21dtv.com/songs/60143091.mkv
Suby-心理罪,http://em.21dtv.com/songs/60143090.mkv
SNH48-自我主张,http://em.21dtv.com/songs/60143089.mkv
SNH48-甜蜜冒险,http://em.21dtv.com/songs/60143088.mkv
SNH48-我心翱翔,http://em.21dtv.com/songs/60143087.mkv
SING女团-快乐循环,http://em.21dtv.com/songs/60143086.mkv
SING女团-123木头人,http://em.21dtv.com/songs/60143085.mkv
RPG+朱俐静-其实没聊什么,http://em.21dtv.com/songs/60143084.mkv
Punkey-怪男人,http://em.21dtv.com/songs/60143083.mkv
PG One+Yamy-Wait a minute,http://em.21dtv.com/songs/60143082.mkv
OK绷-爱你唷 LUV YO,http://em.21dtv.com/songs/60143081.mkv
OB03-Two Two,http://em.21dtv.com/songs/60143080.mkv
MERA-Hello梦想,http://em.21dtv.com/songs/60143079.mkv
MC马可-我的小可爱,http://em.21dtv.com/songs/60143078.mkv
MC王子浩-我喜欢你,http://em.21dtv.com/songs/60143077.mkv
MC法老+冷风-我说了算,http://em.21dtv.com/songs/60143076.mkv
Major Lazer+李宇春-一百种热爱,http://em.21dtv.com/songs/60143075.mkv
K帅先生-鹏举鸿飞,http://em.21dtv.com/songs/60143074.mkv
Kimi.Cat王泉雅-Love Song,http://em.21dtv.com/songs/60143073.mkv
Jam-不露声色,http://em.21dtv.com/songs/60143072.mkv
Jade Eyes-Vivian,http://em.21dtv.com/songs/60143071.mkv
J.V.E李以诺-最兄弟,http://em.21dtv.com/songs/60143070.mkv
J.V.E李以诺-新酒,http://em.21dtv.com/songs/60143069.mkv
J Sleeper性感的拖鞋+VaVa+Young Gee-玻尿酸,http://em.21dtv.com/songs/60143068.mkv
Iris七叶-风月令,http://em.21dtv.com/songs/60143067.mkv
Higher Brothers-Young Master,http://em.21dtv.com/songs/60143066.mkv
Heyo+卫诗-盛夏的舞,http://em.21dtv.com/songs/60143065.mkv
Gosh-Don't You,http://em.21dtv.com/songs/60143064.mkv
GALI-RAMBO,http://em.21dtv.com/songs/60143063.mkv
GAI-王者降临,http://em.21dtv.com/songs/60143062.mkv
邓紫棋+曹格-背叛(现场版),http://em.21dtv.com/songs/60143061.mkv
邓紫棋-泡沫(现场版),http://em.21dtv.com/songs/60143060.mkv
邓紫棋-多远都要在一起(现场版),http://em.21dtv.com/songs/60143059.mkv
邓紫棋-回忆的沙漏(现场版),http://em.21dtv.com/songs/60143058.mkv
邓紫棋-光年之外(现场版),http://em.21dtv.com/songs/60143057.mkv
邓紫棋-偶尔(现场版),http://em.21dtv.com/songs/60143056.mkv
FLUX-杰森史塔森,http://em.21dtv.com/songs/60143055.mkv
FLUX-Too Young To Die,http://em.21dtv.com/songs/60143054.mkv
D.l-单向人生,http://em.21dtv.com/songs/60143053.mkv
Cy凌+刘倾夏-纸飞机,http://em.21dtv.com/songs/60143052.mkv
Core One-信号,http://em.21dtv.com/songs/60143051.mkv
Bridge-老大,http://em.21dtv.com/songs/60143050.mkv
BrAnT.B+辛巴-Zero To Hero,http://em.21dtv.com/songs/60143049.mkv
BLACKPINK-Playing With Fire,http://em.21dtv.com/songs/60143048.mkv
Bingo-I Know What You Want(MTV),http://em.21dtv.com/songs/60143047.mkv
B.Gs-我们的小宇宙,http://em.21dtv.com/songs/60143046.mkv
Avicii-Waiting For Love,http://em.21dtv.com/songs/60143045.mkv
ATF-我是极光,http://em.21dtv.com/songs/60143044.mkv
AKA.imp小鬼-Rap口播1,http://em.21dtv.com/songs/60143043.mkv
A2A-只要在一起,http://em.21dtv.com/songs/60143042.mkv
A Lin+J.Sheon-你点的歌救了我,http://em.21dtv.com/songs/60143041.mkv
94836部队+机务一中队-第一之歌,http://em.21dtv.com/songs/60143040.mkv
51-徒步爱情,http://em.21dtv.com/songs/60143039.mkv
51-喇ㄉ一赛,http://em.21dtv.com/songs/60143038.mkv
51-没有我自己,http://em.21dtv.com/songs/60143037.mkv
51-假象的圆满,http://em.21dtv.com/songs/60143036.mkv
王紫菲-想爹娘,http://em.21dtv.com/songs/60139337.mkv
燕尾蝶-爱在蒙古高原,http://em.21dtv.com/songs/60139336.mkv
天籁天-恋你在红尘,http://em.21dtv.com/songs/60139335.mkv
龙梅子-苦雨,http://em.21dtv.com/songs/60139334.mkv
龙奔+刘增瞳-王者荣耀,http://em.21dtv.com/songs/60139333.mkv
龙奔-全民K歌,http://em.21dtv.com/songs/60139332.mkv
龙奔-一亿个承诺,http://em.21dtv.com/songs/60139331.mkv
齐秦-鼓声若响,http://em.21dtv.com/songs/60139330.mkv
齐晨-西塘,http://em.21dtv.com/songs/60139329.mkv
黑龙-几十年,http://em.21dtv.com/songs/60139328.mkv
黑豹乐队-孤独的灵魂,http://em.21dtv.com/songs/60139327.mkv
黑哥-是错了的爱还是我爱的错,http://em.21dtv.com/songs/60139326.mkv
黎晓阳-Mr Weather Man,http://em.21dtv.com/songs/60139325.mkv
黄龄-问情,http://em.21dtv.com/songs/60139324.mkv
黄鹤翔-陪您变老,http://em.21dtv.com/songs/60139323.mkv
黄贯中-大英雄,http://em.21dtv.com/songs/60139322.mkv
黄观-一首伤感的情歌,http://em.21dtv.com/songs/60139321.mkv
黄星羱-喵喵喵,http://em.21dtv.com/songs/60139320.mkv
黄明志-击败人,http://em.21dtv.com/songs/60139319.mkv
黄慈轩-喵了个咪,http://em.21dtv.com/songs/60139318.mkv
黄子韬-还来得及,http://em.21dtv.com/songs/60139317.mkv
黄婷婷-星光闪耀,http://em.21dtv.com/songs/60139316.mkv
黄品源+万芳-小薇,http://em.21dtv.com/songs/60139315.mkv
黄品源-那么爱你为什么,http://em.21dtv.com/songs/60139314.mkv
黄品源-海浪,http://em.21dtv.com/songs/60139313.mkv
黄品源-原来有你,http://em.21dtv.com/songs/60139312.mkv
黄品源-你怎么舍得我难过,http://em.21dtv.com/songs/60139311.mkv
黄品源-不想说再见,http://em.21dtv.com/songs/60139310.mkv
黄勇+小琢-花桥情歌,http://em.21dtv.com/songs/60139309.mkv
黄丽萍-节日欢歌,http://em.21dtv.com/songs/60139308.mkv
黄中原-最害怕唱情歌,http://em.21dtv.com/songs/60139307.mkv
麦震烁-浮华盛世,http://em.21dtv.com/songs/60139306.mkv
鹿晗+AR-零界点,http://em.21dtv.com/songs/60139305.mkv
鹿晗-触发,http://em.21dtv.com/songs/60139304.mkv
鲁士郎-那些,http://em.21dtv.com/songs/60139303.mkv
魏晨-自我崇拜,http://em.21dtv.com/songs/60139302.mkv
魏如萱+马頔-星期三或礼拜三,http://em.21dtv.com/songs/60139301.mkv
魏大勋-白桦林,http://em.21dtv.com/songs/60139300.mkv
魏大勋-当我想你的时候,http://em.21dtv.com/songs/60139299.mkv
高晓攀-问莲鱼说,http://em.21dtv.com/songs/60139298.mkv
高安-天涯各一方,http://em.21dtv.com/songs/60139297.mkv
高夫-别把爱你的人弄丢了,http://em.21dtv.com/songs/60139296.mkv
高云翔-绅士,http://em.21dtv.com/songs/60139295.mkv
高云翔-改变自己,http://em.21dtv.com/songs/60139294.mkv
马洁+徐汕-幸运女神,http://em.21dtv.com/songs/60139293.mkv
马智宇-新娘,http://em.21dtv.com/songs/60139292.mkv
马德-戒不掉的习惯,http://em.21dtv.com/songs/60139291.mkv
飞翔-醉美茶陵,http://em.21dtv.com/songs/60139290.mkv
风语-深海的鱼,http://em.21dtv.com/songs/60139289.mkv
颜裕林-再见吧脂肪,http://em.21dtv.com/songs/60139288.mkv
颜裕林-兄弟你累了吗,http://em.21dtv.com/songs/60139287.mkv
颜佳欣-云顶,http://em.21dtv.com/songs/60139286.mkv
音乐走廊+歌一声-只要今生你幸福,http://em.21dtv.com/songs/60139285.mkv
韩磊+隋佶辰+王小小+李晓旭-走四方,http://em.21dtv.com/songs/60139284.mkv
韩磊+王小小-花开在眼前,http://em.21dtv.com/songs/60139283.mkv
韩栋+韩雪-空情,http://em.21dtv.com/songs/60139282.mkv
韩旭-天地人合,http://em.21dtv.com/songs/60139281.mkv
韩俊林-原来我什么都不好,http://em.21dtv.com/songs/60139280.mkv
韩俊林-兄弟干了这杯酒,http://em.21dtv.com/songs/60139279.mkv
韩丹彤-十年,http://em.21dtv.com/songs/60139278.mkv
韩丹彤-勇气,http://em.21dtv.com/songs/60139277.mkv
韦礼安-爱如空气,http://em.21dtv.com/songs/60139276.mkv
鞠红川+唐伯虎-我要你,http://em.21dtv.com/songs/60139275.mkv
雷鸣-武隆老家,http://em.21dtv.com/songs/60139274.mkv
雷二狗-当爱情变成亲情,http://em.21dtv.com/songs/60139273.mkv
雷二狗-女人和家,http://em.21dtv.com/songs/60139272.mkv
雨阳-男人也会哭,http://em.21dtv.com/songs/60139271.mkv
雨柔+望海高歌-永不分离,http://em.21dtv.com/songs/60139270.mkv
雨宗林-此情不渝,http://em.21dtv.com/songs/60139269.mkv
雨宗林-幸福满满,http://em.21dtv.com/songs/60139268.mkv
雨宗林-不配,http://em.21dtv.com/songs/60139267.mkv
雀斑乐团-坏习惯,http://em.21dtv.com/songs/60139266.mkv
隔壁团-再见十八岁,http://em.21dtv.com/songs/60139265.mkv
陶钰玉-遇见爱,http://em.21dtv.com/songs/60139264.mkv
陶红-堂堂正正一辈子,http://em.21dtv.com/songs/60139263.mkv
陶晶莹+曾慧兰-太委屈,http://em.21dtv.com/songs/60139262.mkv
陶晶莹+奯淇组合+曾慧兰+姬紫兰-姐姐妹妹站起来,http://em.21dtv.com/songs/60139261.mkv
降央贡布-我的姑娘,http://em.21dtv.com/songs/60139260.mkv
陈霜-已故之事,http://em.21dtv.com/songs/60139259.mkv
陈霈然-黄梅飘香,http://em.21dtv.com/songs/60139258.mkv
陈霈然-山野的风,http://em.21dtv.com/songs/60139257.mkv
陈霈然-天之大,http://em.21dtv.com/songs/60139256.mkv
陈雅纹-让你受了伤,http://em.21dtv.com/songs/60139255.mkv
陈雅纹-分手以后,http://em.21dtv.com/songs/60139254.mkv
陈雅森-爱到孤独会想哭,http://em.21dtv.com/songs/60139253.mkv
陈随意+谢宜君-问相思,http://em.21dtv.com/songs/60139252.mkv
陈随意+谢宜君-借一挂风,http://em.21dtv.com/songs/60139251.mkv
